meeting_id,entity_id,entity_legal_name,country_code,committee_name,meeting_type,meeting_date,reporting_year,board_size,members_present,attendance_rate_pct,esg_agenda_flag,decision_made_flag,esg_topics_discussed,linked_kpi_code,linked_kpi_name,linked_erm_risk_id,linked_erm_risk_name,decision_summary,action_owner_function,action_due_date,action_status,minutes_status,data_source,created_from
MTG-000445,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2020-03-13,2020,7,6,85.7,True,True,PCAF data quality remediation; IFRS S2 climate disclosure approval; Annual sustainability report sign-off,FIN-001,Financed emissions Scope 1 and 2,RISK-012,ESG data quality and lineage weakness,Decision recorded: PCAF data quality remediation | linked KPI FIN-001 | linked risk RISK-012,Data Governance,2020-05-06,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000446,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2020-06-08,2020,8,7,87.5,True,True,Green bond framework update,ENV-002,Scope 2 location-based emissions,,,Decision recorded: Green bond framework update | linked KPI ENV-002,Internal Audit,2020-10-24,completed,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000447,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2020-09-15,2020,9,9,100.0,True,True,Motor vehicle portfolio emissions review; Climate risk model validation,FIN-001,Financed emissions Scope 1 and 2,RISK-005,Carbon pricing - industrial loans,Decision recorded: Motor vehicle portfolio emissions review | linked KPI FIN-001 | linked risk RISK-005,Credit Risk,2020-11-04,in_progress,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000448,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2020-12-09,2020,9,8,88.9,True,True,Net-zero target progress review; Real estate collateral emissions review; ESG remuneration KPI setting,ENV-003,Total operational Scope 1 and 2 emissions,,,Decision recorded: Net-zero target progress review | linked KPI ENV-003,Credit Risk,2021-01-18,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000449,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2021-01-22,2021,9,9,100.0,True,True,Annual sustainability report sign-off,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Annual sustainability report sign-off | linked KPI GOV-001,Board Secretariat,2021-07-02,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000450,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2021-04-23,2021,9,8,88.9,True,False,Financed emissions methodology review,FIN-001,Financed emissions Scope 1 and 2,RISK-007,Greenwashing litigation and conduct risk,Discussion only; no formal decision recorded for Financed emissions methodology review,Legal,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000451,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2021-07-22,2021,9,8,88.9,True,True,IFRS S2 climate disclosure approval,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-007,Greenwashing litigation and conduct risk,Decision recorded: IFRS S2 climate disclosure approval | linked KPI FIN-012 | linked risk RISK-007,Legal,2021-10-01,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000452,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2021-10-08,2021,11,10,90.9,True,False,Sovereign bond financed emissions review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-006,Mandatory climate disclosure non-compliance,Discussion only; no formal decision recorded for Sovereign bond financed emissions review,Compliance,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000453,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2021-03-12,2021,7,6,85.7,True,True,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-002,Storm surge - coastal collateral,Decision recorded: Climate scenario analysis review | linked KPI FIN-007 | linked risk RISK-002,Credit Risk,2021-07-21,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000454,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2021-06-16,2021,8,7,87.5,True,True,Physical risk exposure review; Net-zero target progress review; IFRS S2 climate disclosure approval,FIN-007,High transition risk exposure,RISK-002,Storm surge - coastal collateral,Decision recorded: Physical risk exposure review | linked KPI FIN-007 | linked risk RISK-002,Credit Risk,2021-08-30,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000455,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2021-09-10,2021,8,7,87.5,True,True,Green bond framework update; Sovereign bond financed emissions review; ESG remuneration KPI setting,FIN-003,High-emission sector exposure,,,Decision recorded: Green bond framework update | linked KPI FIN-003,Risk Management,2021-11-26,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000456,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2021-12-17,2021,7,7,100.0,True,True,Financed emissions methodology review; Net-zero target progress review,FIN-001,Financed emissions Scope 1 and 2,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: Financed emissions methodology review | linked KPI FIN-001 | linked risk RISK-006,Compliance,2022-01-17,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000457,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2022-01-18,2022,10,9,90.0,True,True,Annual sustainability report sign-off,ENV-003,Total operational Scope 1 and 2 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-003,Sustainability Office,2022-04-01,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000458,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2022-04-22,2022,10,10,100.0,True,False,Motor vehicle portfolio emissions review,FIN-008,Sovereign bond exposure,RISK-005,Carbon pricing - industrial loans,Discussion only; no formal decision recorded for Motor vehicle portfolio emissions review,Credit Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000459,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2022-07-13,2022,11,11,100.0,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000460,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2022-10-21,2022,11,9,81.8,True,True,Real estate collateral emissions review,FIN-010,Real estate exposure,RISK-008,Stranded assets - fossil fuel sector,Decision recorded: Real estate collateral emissions review | linked KPI FIN-010 | linked risk RISK-008,Sector Risk,2023-01-31,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000461,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2022-03-15,2022,9,9,100.0,True,True,Project finance emissions methodology review; Net-zero target progress review; Motor vehicle portfolio emissions review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-008,Stranded assets - fossil fuel sector,Decision recorded: Project finance emissions methodology review | linked KPI FIN-012 | linked risk RISK-008,Sector Risk,2022-06-29,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000462,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2022-06-17,2022,9,7,77.8,True,True,Physical risk exposure review; Net-zero target progress review,FIN-011,Motor vehicle exposure,RISK-002,Storm surge - coastal collateral,Decision recorded: Physical risk exposure review | linked KPI FIN-011 | linked risk RISK-002,Credit Risk,2022-07-26,not_started,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000463,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2022-09-15,2022,9,7,77.8,True,True,PCAF data quality remediation; ESG remuneration KPI setting,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: PCAF data quality remediation | linked KPI FIN-012 | linked risk RISK-011,Sustainability Office,2023-01-02,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000464,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2022-12-21,2022,8,8,100.0,True,True,Physical risk exposure review; Green bond framework update; Transition risk appetite approval,FIN-007,High transition risk exposure,RISK-002,Storm surge - coastal collateral,Decision recorded: Physical risk exposure review | linked KPI FIN-007 | linked risk RISK-002,Credit Risk,2023-02-11,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000465,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2023-01-17,2023,9,8,88.9,True,True,Annual sustainability report sign-off,FIN-012,"Financed emissions Scope 1, 2 and 3",,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-012,Sustainability Office,2023-02-22,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000466,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2023-04-21,2023,11,11,100.0,True,True,Motor vehicle portfolio emissions review,FIN-001,Financed emissions Scope 1 and 2,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: Motor vehicle portfolio emissions review | linked KPI FIN-001 | linked risk RISK-006,Compliance,2023-09-02,completed,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000467,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2023-07-05,2023,10,7,70.0,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000468,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2023-10-24,2023,10,8,80.0,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000469,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2023-03-14,2023,8,8,100.0,True,False,ESG remuneration KPI setting; Climate risk model validation,GOV-001,Board meetings with ESG agenda,,,Committee review completed; action items assigned,Internal Audit,,monitored,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000470,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2023-06-12,2023,8,6,75.0,True,True,Financed emissions methodology review; Physical risk exposure review; Motor vehicle portfolio emissions review,FIN-004,Average PCAF data quality score,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Financed emissions methodology review | linked KPI FIN-004 | linked risk RISK-007,Legal,2023-10-24,deferred,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000471,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2023-09-12,2023,8,7,87.5,True,False,Physical risk exposure review; ESG remuneration KPI setting,FIN-011,Motor vehicle exposure,RISK-003,Chronic heat - commercial real estate,Committee review completed; action items assigned,Portfolio Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000472,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2023-12-11,2023,8,8,100.0,True,True,Sovereign bond financed emissions review; Climate risk model validation; ESG remuneration KPI setting,FIN-011,Motor vehicle exposure,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-011 | linked risk RISK-006,Compliance,2024-01-10,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000473,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2024-01-17,2024,12,10,83.3,True,True,Annual sustainability report sign-off,FIN-012,"Financed emissions Scope 1, 2 and 3",,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-012,Finance,2024-04-18,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000474,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2024-04-17,2024,10,8,80.0,True,False,PCAF data quality remediation,FIN-001,Financed emissions Scope 1 and 2,RISK-012,ESG data quality and lineage weakness,Discussion only; no formal decision recorded for PCAF data quality remediation,Data Governance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000475,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2024-07-22,2024,11,7,63.6,False,False,,,,,,,,,,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000476,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2024-10-18,2024,12,10,83.3,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000477,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2024-03-19,2024,8,8,100.0,True,False,Transition risk appetite approval,FIN-010,Real estate exposure,RISK-006,Mandatory climate disclosure non-compliance,Committee review completed; action items assigned,Compliance,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000478,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2024-06-21,2024,8,8,100.0,True,True,Real estate collateral emissions review; Physical risk exposure review; Financed emissions methodology review,FIN-003,High-emission sector exposure,RISK-004,Water stress - agribusiness borrowers,Decision recorded: Real estate collateral emissions review | linked KPI FIN-003 | linked risk RISK-004,Sector Risk,2024-12-14,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000479,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2024-09-06,2024,7,6,85.7,True,False,PCAF data quality remediation,FIN-005,Financed emissions data coverage,RISK-013,Board climate competence gap,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
